,Unnamed: 0,userName,score,at,content,sentiment_label,lower_content,clean_content,tokenized,stemmed,removed_stopwords,replace_slang,final
926,926,Sunarto bengkel,5,2024-01-12 09:47:01,Oke,1,oke,oke,['oke'],['oke'],['oke'],['oke'],oke
927,927,Nadiaiffatunadia Tiara,1,2024-01-12 07:34:14,"masa tiap mau dipake harus update?! install krn mau buat skck. integrasi dan distribusi datanya tolong ditingkatkan supaya ga perlu daftar 2x (online+offline). masa udh daftar online tapi tetep harus print bukti daftar onlinenya+kasihin hardcopynya jg, kan repot banget. alternatifnya mgkn bawa dokumen buat verifikasi aja atau pegawainya aja yg lakuin digitalisasi dokumen.",0,"masa tiap mau dipake harus update?! install krn mau buat skck. integrasi dan distribusi datanya tolong ditingkatkan supaya ga perlu daftar 2x (online+offline). masa udh daftar online tapi tetep harus print bukti daftar onlinenya+kasihin hardcopynya jg, kan repot banget. alternatifnya mgkn bawa dokumen buat verifikasi aja atau pegawainya aja yg lakuin digitalisasi dokumen.",masa tiap mau dipake harus update   install krn mau buat skck  integrasi dan distribusi datanya tolong ditingkatkan supaya ga perlu daftar  x  online offline   masa udh daftar online tapi tetep harus print bukti daftar onlinenya kasihin hardcopynya jg  kan repot banget  alternatifnya mgkn bawa dokumen buat verifikasi aja atau pegawainya aja yg lakuin digitalisasi dokumen ,"['masa', 'tiap', 'mau', 'dipake', 'harus', 'update', 'install', 'krn', 'mau', 'buat', 'skck', 'integrasi', 'dan', 'distribusi', 'datanya', 'tolong', 'ditingkatkan', 'supaya', 'ga', 'perlu', 'daftar', 'x', 'online', 'offline', 'masa', 'udh', 'daftar', 'online', 'tapi', 'tetep', 'harus', 'print', 'bukti', 'daftar', 'onlinenya', 'kasihin', 'hardcopynya', 'jg', 'kan', 'repot', 'banget', 'alternatifnya', 'mgkn', 'bawa', 'dokumen', 'buat', 'verifikasi', 'aja', 'atau', 'pegawainya', 'aja', 'yg', 'lakuin', 'digitalisasi', 'dokumen']","['masa', 'tiap', 'mau', 'dipake', 'harus', 'update', 'install', 'krn', 'mau', 'buat', 'skck', 'integrasi', 'dan', 'distribusi', 'data', 'tolong', 'tingkat', 'supaya', 'ga', 'perlu', 'daftar', 'x', 'online', 'offline', 'masa', 'udh', 'daftar', 'online', 'tapi', 'tetep', 'harus', 'print', 'bukti', 'daftar', 'onlinenya', 'kasihin', 'hardcopynya', 'jg', 'kan', 'repot', 'banget', 'alternatif', 'mgkn', 'bawa', 'dokumen', 'buat', 'verifikasi', 'aja', 'atau', 'pegawai', 'aja', 'yg', 'lakuin', 'digitalisasi', 'dokumen']","['dipake', 'update', 'install', 'krn', 'integrasi', 'distribusi', 'data', 'tolong', 'tingkat', 'ga', 'daftar', 'x', 'online', 'offline', 'udh', 'daftar', 'online', 'tetep', 'print', 'bukti', 'daftar', 'onlinenya', 'kasihin', 'hardcopynya', 'jg', 'repot', 'banget', 'alternatif', 'mgkn', 'bawa', 'dokumen', 'verifikasi', 'aja', 'pegawai', 'aja', 'yg', 'lakuin', 'digitalisasi', 'dokumen']","['dipakai', 'update', 'unduh', 'karena', 'integrasi', 'distribusi', 'data', 'tolong', 'tingkat', 'tidak', 'daftar', 'kali', 'online', 'offline', 'sudah', 'daftar', 'online', 'tetap', 'print', 'bukti', 'daftar', 'daring', 'kasihin', 'hardcopynya', 'juga', 'sulit', 'banget', 'alternatif', 'mungkin', 'bawa', 'dokumen', 'verifikasi', 'saja', 'pegawai', 'saja', 'yang', 'melakukan', 'digitalisasi', 'dokumen']",dipakai update unduh karena integrasi distribusi data tolong tingkat tidak daftar kali online offline sudah daftar online tetap print bukti daftar daring kasihin hardcopynya juga sulit banget alternatif mungkin bawa dokumen verifikasi saja pegawai saja yang melakukan digitalisasi dokumen
928,928,Richie Lie,1,2024-01-12 07:25:22,"Hari ini tgl 12 Januari 2024 melakukan pembuatan SKCK melalui aplikasi. Setelah itu membawa dokumen lengkap dan bukti pembayaran ke POLRES MINUT, tapi apa yang terjadi, pembuatan skck online ditolak disana dengan berbagai alasan. Kalo mau cari bukti silahkan cocokkan data pembayaran di app dan manual di POLRES MINUT. Akhirnya tetap melakukan pembayaran secara manual (double bayar). POLRI tolong perbaiki hal ini.",0,"hari ini tgl 12 januari 2024 melakukan pembuatan skck melalui aplikasi. setelah itu membawa dokumen lengkap dan bukti pembayaran ke polres minut, tapi apa yang terjadi, pembuatan skck online ditolak disana dengan berbagai alasan. kalo mau cari bukti silahkan cocokkan data pembayaran di app dan manual di polres minut. akhirnya tetap melakukan pembayaran secara manual (double bayar). polri tolong perbaiki hal ini.",hari ini tgl    januari      melakukan pembuatan skck melalui aplikasi  setelah itu membawa dokumen lengkap dan bukti pembayaran ke polres minut  tapi apa yang terjadi  pembuatan skck online ditolak disana dengan berbagai alasan  kalo mau cari bukti silahkan cocokkan data pembayaran di app dan manual di polres minut  akhirnya tetap melakukan pembayaran secara manual  double bayar   polri tolong perbaiki hal ini ,"['hari', 'ini', 'tgl', 'januari', 'melakukan', 'pembuatan', 'skck', 'melalui', 'aplikasi', 'setelah', 'itu', 'membawa', 'dokumen', 'lengkap', 'dan', 'bukti', 'pembayaran', 'ke', 'polres', 'minut', 'tapi', 'apa', 'yang', 'terjadi', 'pembuatan', 'skck', 'online', 'ditolak', 'disana', 'dengan', 'berbagai', 'alasan', 'kalo', 'mau', 'cari', 'bukti', 'silahkan', 'cocokkan', 'data', 'pembayaran', 'di', 'app', 'dan', 'manual', 'di', 'polres', 'minut', 'akhirnya', 'tetap', 'melakukan', 'pembayaran', 'secara', 'manual', 'double', 'bayar', 'polri', 'tolong', 'perbaiki', 'hal', 'ini']","['hari', 'ini', 'tgl', 'januari', 'laku', 'buat', 'skck', 'lalu', 'aplikasi', 'telah', 'itu', 'bawa', 'dokumen', 'lengkap', 'dan', 'bukti', 'bayar', 'ke', 'polres', 'minut', 'tapi', 'apa', 'yang', 'jadi', 'buat', 'skck', 'online', 'tolak', 'sana', 'dengan', 'bagai', 'alas', 'kalo', 'mau', 'cari', 'bukti', 'silah', 'cocok', 'data', 'bayar', 'di', 'app', 'dan', 'manual', 'di', 'polres', 'minut', 'akhir', 'tetap', 'laku', 'bayar', 'cara', 'manual', 'double', 'bayar', 'polri', 'tolong', 'baik', 'hal', 'ini']","['tgl', 'januari', 'laku', 'aplikasi', 'bawa', 'dokumen', 'lengkap', 'bukti', 'bayar', 'minut', 'online', 'tolak', 'alas', 'kalo', 'cari', 'bukti', 'silah', 'cocok', 'data', 'bayar', 'app', 'manual', 'minut', 'laku', 'bayar', 'manual', 'double', 'bayar', 'tolong']","['tanggal', 'januari', 'laku', 'aplikasi', 'bawa', 'dokumen', 'bagus', 'bukti', 'bayar', 'minut', 'online', 'tolak', 'alas', 'kalau', 'cari', 'bukti', 'silah', 'cocok', 'data', 'bayar', 'apa', 'manual', 'minut', 'laku', 'bayar', 'manual', 'double', 'bayar', 'tolong']",tanggal januari laku aplikasi bawa dokumen bagus bukti bayar minut online tolak alas kalau cari bukti silah cocok data bayar apa manual minut laku bayar manual double bayar tolong
929,929,Angen Tyas Leksono,5,2024-01-12 06:49:16,untuk mndptkn live chat aja hrs nunggu satu jam. dan itu klau tidak djwb 1 menit di seleseikan sepihak. wah. keren juga cr kerjanya,0,untuk mndptkn live chat aja hrs nunggu satu jam. dan itu klau tidak djwb 1 menit di seleseikan sepihak. wah. keren juga cr kerjanya,untuk mndptkn live chat aja hrs nunggu satu jam  dan itu klau tidak djwb   menit di seleseikan sepihak  wah  keren juga cr kerjanya,"['untuk', 'mndptkn', 'live', 'chat', 'aja', 'hrs', 'nunggu', 'satu', 'jam', 'dan', 'itu', 'klau', 'tidak', 'djwb', 'menit', 'di', 'seleseikan', 'sepihak', 'wah', 'keren', 'juga', 'cr', 'kerjanya']","['untuk', 'mndptkn', 'live', 'chat', 'aja', 'hrs', 'nunggu', 'satu', 'jam', 'dan', 'itu', 'klau', 'tidak', 'djwb', 'menit', 'di', 'seleseikan', 'pihak', 'wah', 'keren', 'juga', 'cr', 'kerja']","['mndptkn', 'live', 'chat', 'aja', 'hrs', 'nunggu', 'klau', 'tidak', 'djwb', 'menit', 'seleseikan', 'keren', 'cr', 'kerja']","['mndptkn', 'live', 'chat', 'saja', 'harus', 'menunggu', 'kalau', 'tidak', 'djwb', 'menit', 'seleseikan', 'keren', 'cara', 'kerja']",mndptkn live chat saja harus menunggu kalau tidak djwb menit seleseikan keren cara kerja
930,930,Masita Nasrul,1,2024-01-12 06:00:01,Sulit di gunakan. Tidak bisa login. Sangat merepotkan.,0,sulit di gunakan. tidak bisa login. sangat merepotkan.,sulit di gunakan  tidak bisa login  sangat merepotkan ,"['sulit', 'di', 'gunakan', 'tidak', 'bisa', 'login', 'sangat', 'merepotkan']","['sulit', 'di', 'guna', 'tidak', 'bisa', 'login', 'sangat', 'repot']","['sulit', 'tidak', 'login', 'repot']","['sulit', 'tidak', 'masuk', 'sulit']",sulit tidak masuk sulit
931,931,Maulidina Atikah Rachmawati,1,2024-01-12 04:54:44,TIDAK BISA DAFTAR MAUPUN LOGIN. TOLONG DIPERBAIKI,0,tidak bisa daftar maupun login. tolong diperbaiki,tidak bisa daftar maupun login  tolong diperbaiki,"['tidak', 'bisa', 'daftar', 'maupun', 'login', 'tolong', 'diperbaiki']","['tidak', 'bisa', 'daftar', 'maupun', 'login', 'tolong', 'baik']","['tidak', 'daftar', 'login', 'tolong']","['tidak', 'daftar', 'masuk', 'tolong']",tidak daftar masuk tolong
932,932,hadi Samsol,1,2024-01-12 03:41:17,Iseng iseng buat SKCK dari sini saya pikir mudah.... Ternyata masih tetap birokrasi Indonesia kalo gk di ruwet gk Indonesia,0,iseng iseng buat skck dari sini saya pikir mudah.... ternyata masih tetap birokrasi indonesia kalo gk di ruwet gk indonesia,iseng iseng buat skck dari sini saya pikir mudah     ternyata masih tetap birokrasi indonesia kalo gk di ruwet gk indonesia,"['iseng', 'iseng', 'buat', 'skck', 'dari', 'sini', 'saya', 'pikir', 'mudah', 'ternyata', 'masih', 'tetap', 'birokrasi', 'indonesia', 'kalo', 'gk', 'di', 'ruwet', 'gk', 'indonesia']","['iseng', 'iseng', 'buat', 'skck', 'dari', 'sini', 'saya', 'pikir', 'mudah', 'nyata', 'masih', 'tetap', 'birokrasi', 'indonesia', 'kalo', 'gk', 'di', 'ruwet', 'gk', 'indonesia']","['iseng', 'iseng', 'pikir', 'mudah', 'nyata', 'birokrasi', 'indonesia', 'kalo', 'gk', 'ruwet', 'gk', 'indonesia']","['iseng', 'iseng', 'pikir', 'mudah', 'nyata', 'birokrasi', 'indonesia', 'kalau', 'tidak', 'ruwet', 'tidak', 'indonesia']",iseng iseng pikir mudah nyata birokrasi indonesia kalau tidak ruwet tidak indonesia
933,933,Terry Starry,5,2024-01-12 02:37:07,"Memudahkan pengurusan online, mudah dan cepat",1,"memudahkan pengurusan online, mudah dan cepat",memudahkan pengurusan online  mudah dan cepat,"['memudahkan', 'pengurusan', 'online', 'mudah', 'dan', 'cepat']","['mudah', 'urus', 'online', 'mudah', 'dan', 'cepat']","['mudah', 'urus', 'online', 'mudah', 'cepat']","['mudah', 'urus', 'online', 'mudah', 'cepat']",mudah urus online mudah cepat
934,934,Christoper Timoty,1,2024-01-12 02:18:28,Tidak jelas pelayanannya lama,0,tidak jelas pelayanannya lama,tidak jelas pelayanannya lama,"['tidak', 'jelas', 'pelayanannya', 'lama']","['tidak', 'jelas', 'layan', 'lama']","['tidak', 'layan']","['tidak', 'layan']",tidak layan
935,935,ALIANSYAH 2024,3,2024-01-12 01:52:38,"Lebih banyak peningkatan aplikasi ,masih agak sulit digunakan",0,"lebih banyak peningkatan aplikasi ,masih agak sulit digunakan",lebih banyak peningkatan aplikasi  masih agak sulit digunakan,"['lebih', 'banyak', 'peningkatan', 'aplikasi', 'masih', 'agak', 'sulit', 'digunakan']","['lebih', 'banyak', 'tingkat', 'aplikasi', 'masih', 'agak', 'sulit', 'guna']","['tingkat', 'aplikasi', 'sulit']","['tingkat', 'aplikasi', 'sulit']",tingkat aplikasi sulit
936,936,Dudin Harlino,5,2024-01-11 17:42:46,"Sangat puas dengan pelayanannya, Bisa Perpanjangan SIM Online, Perpanjangan SKCK secara online. Memonitor STNK yang terdaftar atas nama kita dapat kita mengetahui kapan mati pajak nya.👍👍👍",1,"sangat puas dengan pelayanannya, bisa perpanjangan sim online, perpanjangan skck secara online. memonitor stnk yang terdaftar atas nama kita dapat kita mengetahui kapan mati pajak nya.👍👍👍",sangat puas dengan pelayanannya  bisa perpanjangan sim online  perpanjangan skck secara online  memonitor stnk yang terdaftar atas nama kita dapat kita mengetahui kapan mati pajak nya    ,"['sangat', 'puas', 'dengan', 'pelayanannya', 'bisa', 'perpanjangan', 'sim', 'online', 'perpanjangan', 'skck', 'secara', 'online', 'memonitor', 'stnk', 'yang', 'terdaftar', 'atas', 'nama', 'kita', 'dapat', 'kita', 'mengetahui', 'kapan', 'mati', 'pajak', 'nya']","['sangat', 'puas', 'dengan', 'layan', 'bisa', 'panjang', 'sim', 'online', 'panjang', 'skck', 'cara', 'online', 'monitor', 'stnk', 'yang', 'daftar', 'atas', 'nama', 'kita', 'dapat', 'kita', 'tahu', 'kapan', 'mati', 'pajak', 'nya']","['puas', 'layan', 'online', 'online', 'monitor', 'daftar', 'nama', 'mati', 'pajak']","['puas', 'layan', 'online', 'online', 'monitor', 'daftar', 'nama', 'mati', 'pajak']",puas layan online online monitor daftar nama mati pajak
937,937,Muhtadi Adie,4,2024-01-11 14:18:19,"saran saya agar di tambah kantor polisi terdekat, agar mudah dan cepat di hubungi jika terjadi sesuatu...",2,"saran saya agar di tambah kantor polisi terdekat, agar mudah dan cepat di hubungi jika terjadi sesuatu...",saran saya agar di tambah kantor polisi terdekat  agar mudah dan cepat di hubungi jika terjadi sesuatu   ,"['saran', 'saya', 'agar', 'di', 'tambah', 'kantor', 'polisi', 'terdekat', 'agar', 'mudah', 'dan', 'cepat', 'di', 'hubungi', 'jika', 'terjadi', 'sesuatu']","['saran', 'saya', 'agar', 'di', 'tambah', 'kantor', 'polisi', 'dekat', 'agar', 'mudah', 'dan', 'cepat', 'di', 'hubung', 'jika', 'jadi', 'sesuatu']","['saran', 'mudah', 'cepat', 'hubung']","['saran', 'mudah', 'cepat', 'hubung']",saran mudah cepat hubung
938,938,Arif Noviyanto,1,2024-01-11 12:12:59,"Perpanjang SIM sudah 2 bulan ko blum dateng ya Trus tiba"" riwayat pembikinan SIM hilang apakah gagal atau sedang dikirim ya ? Kalau gagal dana yang dikembalikan belum masuk juga Kasih 1 bintang dulu jika SIM datang ganti ke 5",0,"perpanjang sim sudah 2 bulan ko blum dateng ya trus tiba"" riwayat pembikinan sim hilang apakah gagal atau sedang dikirim ya ? kalau gagal dana yang dikembalikan belum masuk juga kasih 1 bintang dulu jika sim datang ganti ke 5",perpanjang sim sudah   bulan ko blum dateng ya trus tiba  riwayat pembikinan sim hilang apakah gagal atau sedang dikirim ya   kalau gagal dana yang dikembalikan belum masuk juga kasih   bintang dulu jika sim datang ganti ke  ,"['perpanjang', 'sim', 'sudah', 'bulan', 'ko', 'blum', 'dateng', 'ya', 'trus', 'tiba', 'riwayat', 'pembikinan', 'sim', 'hilang', 'apakah', 'gagal', 'atau', 'sedang', 'dikirim', 'ya', 'kalau', 'gagal', 'dana', 'yang', 'dikembalikan', 'belum', 'masuk', 'juga', 'kasih', 'bintang', 'dulu', 'jika', 'sim', 'datang', 'ganti', 'ke']","['panjang', 'sim', 'sudah', 'bulan', 'ko', 'blum', 'dateng', 'ya', 'trus', 'tiba', 'riwayat', 'bikin', 'sim', 'hilang', 'apakah', 'gagal', 'atau', 'sedang', 'kirim', 'ya', 'kalau', 'gagal', 'dana', 'yang', 'kembali', 'belum', 'masuk', 'juga', 'kasih', 'bintang', 'dulu', 'jika', 'sim', 'datang', 'ganti', 'ke']","['ko', 'blum', 'dateng', 'ya', 'trus', 'riwayat', 'bikin', 'hilang', 'gagal', 'kirim', 'ya', 'gagal', 'dana', 'masuk', 'kasih', 'bintang', 'ganti']","['kok', 'belum', 'datang', 'ya', 'terus', 'riwayat', 'bikin', 'hilang', 'gagal', 'kirim', 'ya', 'gagal', 'dana', 'masuk', 'kasih', 'bintang', 'ganti']",kok belum datang ya terus riwayat bikin hilang gagal kirim ya gagal dana masuk kasih bintang ganti
939,939,Culip Supermoto Adventure,1,2024-01-11 12:05:06,Ngeleg kagak bisa buat buru2,0,ngeleg kagak bisa buat buru2,ngeleg kagak bisa buat buru ,"['ngeleg', 'kagak', 'bisa', 'buat', 'buru']","['ngeleg', 'kagak', 'bisa', 'buat', 'buru']","['ngeleg', 'kagak', 'buru']","['lambat', 'tidak', 'buru']",lambat tidak buru
940,940,Kadsman.k Ershi,4,2024-01-11 09:37:47,Ok,1,ok,ok,['ok'],['ok'],['ok'],['oke'],oke
941,941,Satria Nada,1,2024-01-11 07:17:30,"Kalau bisa ga kasih bintang guankasih ratinh 10 dari 100. Bukanya mempermudah malah mempersulit, rued, sehari di polres hampir 10 bapak bapak gaptek saya yg urus!!!",0,"kalau bisa ga kasih bintang guankasih ratinh 10 dari 100. bukanya mempermudah malah mempersulit, rued, sehari di polres hampir 10 bapak bapak gaptek saya yg urus!!!",kalau bisa ga kasih bintang guankasih ratinh    dari      bukanya mempermudah malah mempersulit  rued  sehari di polres hampir    bapak bapak gaptek saya yg urus   ,"['kalau', 'bisa', 'ga', 'kasih', 'bintang', 'guankasih', 'ratinh', 'dari', 'bukanya', 'mempermudah', 'malah', 'mempersulit', 'rued', 'sehari', 'di', 'polres', 'hampir', 'bapak', 'bapak', 'gaptek', 'saya', 'yg', 'urus']","['kalau', 'bisa', 'ga', 'kasih', 'bintang', 'guankasih', 'ratinh', 'dari', 'buka', 'mudah', 'malah', 'sulit', 'rued', 'hari', 'di', 'polres', 'hampir', 'bapak', 'bapak', 'gaptek', 'saya', 'yg', 'urus']","['ga', 'kasih', 'bintang', 'guankasih', 'ratinh', 'buka', 'mudah', 'sulit', 'rued', 'gaptek', 'yg', 'urus']","['tidak', 'kasih', 'bintang', 'guankasih', 'ratinh', 'buka', 'mudah', 'sulit', 'rued', 'gaptek', 'yang', 'urus']",tidak kasih bintang guankasih ratinh buka mudah sulit rued gaptek yang urus
942,942,enggar aji p,1,2024-01-11 06:52:28,Aplikasinya lumayan bagus tapi ada oknum polisi saat saya mengurus berkas bukannya mengayomi malah mengancam dan marah2 di depan banyak orang,0,aplikasinya lumayan bagus tapi ada oknum polisi saat saya mengurus berkas bukannya mengayomi malah mengancam dan marah2 di depan banyak orang,aplikasinya lumayan bagus tapi ada oknum polisi saat saya mengurus berkas bukannya mengayomi malah mengancam dan marah  di depan banyak orang,"['aplikasinya', 'lumayan', 'bagus', 'tapi', 'ada', 'oknum', 'polisi', 'saat', 'saya', 'mengurus', 'berkas', 'bukannya', 'mengayomi', 'malah', 'mengancam', 'dan', 'marah', 'di', 'depan', 'banyak', 'orang']","['aplikasi', 'lumayan', 'bagus', 'tapi', 'ada', 'oknum', 'polisi', 'saat', 'saya', 'urus', 'berkas', 'bukan', 'ayom', 'malah', 'ancam', 'dan', 'marah', 'di', 'depan', 'banyak', 'orang']","['aplikasi', 'lumayan', 'bagus', 'oknum', 'urus', 'berkas', 'ayom', 'ancam', 'marah', 'orang']","['aplikasi', 'lumayan', 'bagus', 'oknum', 'urus', 'berkas', 'ayom', 'ancam', 'marah', 'orang']",aplikasi lumayan bagus oknum urus berkas ayom ancam marah orang
943,943,Mang Tomat,1,2024-01-11 06:45:52,"sungguh mempersulit, ktp paspor npwp selfi lengkap koq aneh gagal terus di NAMA? mau bikin skck kayak mau ngutang di pinjol",0,"sungguh mempersulit, ktp paspor npwp selfi lengkap koq aneh gagal terus di nama? mau bikin skck kayak mau ngutang di pinjol",sungguh mempersulit  ktp paspor npwp selfi lengkap koq aneh gagal terus di nama  mau bikin skck kayak mau ngutang di pinjol,"['sungguh', 'mempersulit', 'ktp', 'paspor', 'npwp', 'selfi', 'lengkap', 'koq', 'aneh', 'gagal', 'terus', 'di', 'nama', 'mau', 'bikin', 'skck', 'kayak', 'mau', 'ngutang', 'di', 'pinjol']","['sungguh', 'sulit', 'ktp', 'paspor', 'npwp', 'selfi', 'lengkap', 'koq', 'aneh', 'gagal', 'terus', 'di', 'nama', 'mau', 'bikin', 'skck', 'kayak', 'mau', 'ngutang', 'di', 'pinjol']","['sungguh', 'sulit', 'selfi', 'lengkap', 'koq', 'aneh', 'gagal', 'nama', 'bikin', 'kayak', 'ngutang', 'pinjol']","['sungguh', 'sulit', 'selfi', 'bagus', 'kok', 'aneh', 'gagal', 'nama', 'bikin', 'seperti', 'ngutang', 'pinjol']",sungguh sulit selfi bagus kok aneh gagal nama bikin seperti ngutang pinjol
944,944,Asep Ukar,2,2024-01-11 04:46:34,"Sy dah berhasil pembayaran online di presisi tapi on progress nya g jelas..ini gmna kelanjutannya nasib sim online saya,sy dah chat ke bantuan tapi jawaban g jelas apakah sy hrs ngecek ke tapas oline nya di kepolisian setempat,bbrpa.kali chat di help desk g ada kejelasm sekarang notif riwayat sya hilang..eta gmana kejelasan IM online sya yg dari 14 deseneber buat g ad Kejelasan nya",0,"sy dah berhasil pembayaran online di presisi tapi on progress nya g jelas..ini gmna kelanjutannya nasib sim online saya,sy dah chat ke bantuan tapi jawaban g jelas apakah sy hrs ngecek ke tapas oline nya di kepolisian setempat,bbrpa.kali chat di help desk g ada kejelasm sekarang notif riwayat sya hilang..eta gmana kejelasan im online sya yg dari 14 deseneber buat g ad kejelasan nya",sy dah berhasil pembayaran online di presisi tapi on progress nya g jelas  ini gmna kelanjutannya nasib sim online saya sy dah chat ke bantuan tapi jawaban g jelas apakah sy hrs ngecek ke tapas oline nya di kepolisian setempat bbrpa kali chat di help desk g ada kejelasm sekarang notif riwayat sya hilang  eta gmana kejelasan im online sya yg dari    deseneber buat g ad kejelasan nya,"['sy', 'dah', 'berhasil', 'pembayaran', 'online', 'di', 'presisi', 'tapi', 'on', 'progress', 'nya', 'g', 'jelas', 'ini', 'gmna', 'kelanjutannya', 'nasib', 'sim', 'online', 'saya', 'sy', 'dah', 'chat', 'ke', 'bantuan', 'tapi', 'jawaban', 'g', 'jelas', 'apakah', 'sy', 'hrs', 'ngecek', 'ke', 'tapas', 'oline', 'nya', 'di', 'kepolisian', 'setempat', 'bbrpa', 'kali', 'chat', 'di', 'help', 'desk', 'g', 'ada', 'kejelasm', 'sekarang', 'notif', 'riwayat', 'sya', 'hilang', 'eta', 'gmana', 'kejelasan', 'im', 'online', 'sya', 'yg', 'dari', 'deseneber', 'buat', 'g', 'ad', 'kejelasan', 'nya']","['sy', 'dah', 'hasil', 'bayar', 'online', 'di', 'presisi', 'tapi', 'on', 'progress', 'nya', 'g', 'jelas', 'ini', 'gmna', 'lanjut', 'nasib', 'sim', 'online', 'saya', 'sy', 'dah', 'chat', 'ke', 'bantu', 'tapi', 'jawab', 'g', 'jelas', 'apakah', 'sy', 'hrs', 'ngecek', 'ke', 'tapas', 'oline', 'nya', 'di', 'polisi', 'tempat', 'bbrpa', 'kali', 'chat', 'di', 'help', 'desk', 'g', 'ada', 'kejelasm', 'sekarang', 'notif', 'riwayat', 'sya', 'hilang', 'eta', 'gmana', 'jelas', 'im', 'online', 'sya', 'yg', 'dari', 'deseneber', 'buat', 'g', 'ad', 'jelas', 'nya']","['dah', 'hasil', 'bayar', 'online', 'on', 'progress', 'g', 'gmna', 'nasib', 'online', 'dah', 'chat', 'bantu', 'g', 'hrs', 'ngecek', 'tapas', 'oline', 'bbrpa', 'kali', 'chat', 'help', 'desk', 'g', 'kejelasm', 'notif', 'riwayat', 'hilang', 'eta', 'gmana', 'im', 'online', 'yg', 'deseneber', 'g', 'ad']","['deh', 'hasil', 'bayar', 'online', 'on', 'progres', 'tidak', 'bagaimana', 'nasib', 'online', 'deh', 'chat', 'bantu', 'tidak', 'harus', 'mengecek', 'tapas', 'daring', 'beberapa', 'kali', 'chat', 'help', 'desk', 'tidak', 'kejelasm', 'notifikasi', 'riwayat', 'hilang', 'eta', 'bagaimana', 'im', 'online', 'yang', 'deseneber', 'tidak', 'ada']",deh hasil bayar online on progres tidak bagaimana nasib online deh chat bantu tidak harus mengecek tapas daring beberapa kali chat help desk tidak kejelasm notifikasi riwayat hilang eta bagaimana im online yang deseneber tidak ada
945,945,Widya Ayu kartika,1,2024-01-11 04:40:18,"Mau lengkapi data secara online ngga bisa , error terus ga bisa simpen data.",0,"mau lengkapi data secara online ngga bisa , error terus ga bisa simpen data.",mau lengkapi data secara online ngga bisa   error terus ga bisa simpen data ,"['mau', 'lengkapi', 'data', 'secara', 'online', 'ngga', 'bisa', 'error', 'terus', 'ga', 'bisa', 'simpen', 'data']","['mau', 'lengkap', 'data', 'cara', 'online', 'ngga', 'bisa', 'error', 'terus', 'ga', 'bisa', 'simpen', 'data']","['lengkap', 'data', 'online', 'ngga', 'error', 'ga', 'simpen', 'data']","['bagus', 'data', 'online', 'tidak', 'gangguan', 'tidak', 'simpan', 'data']",bagus data online tidak gangguan tidak simpan data
946,946,Syaiful Anwar,5,2024-01-11 03:31:27,Sangat membantu sekali,1,sangat membantu sekali,sangat membantu sekali,"['sangat', 'membantu', 'sekali']","['sangat', 'bantu', 'sekali']",['bantu'],['bantu'],bantu
947,947,Bambang Irawan,1,2024-01-11 02:10:33,Verifikasi nya lama banget . Enak manual mau bikin apa apa jadi ribet nunggu tencang hijau dulu baru bisa bikin SKCK,0,verifikasi nya lama banget . enak manual mau bikin apa apa jadi ribet nunggu tencang hijau dulu baru bisa bikin skck,verifikasi nya lama banget   enak manual mau bikin apa apa jadi ribet nunggu tencang hijau dulu baru bisa bikin skck,"['verifikasi', 'nya', 'lama', 'banget', 'enak', 'manual', 'mau', 'bikin', 'apa', 'apa', 'jadi', 'ribet', 'nunggu', 'tencang', 'hijau', 'dulu', 'baru', 'bisa', 'bikin', 'skck']","['verifikasi', 'nya', 'lama', 'banget', 'enak', 'manual', 'mau', 'bikin', 'apa', 'apa', 'jadi', 'ribet', 'nunggu', 'tencang', 'hijau', 'dulu', 'baru', 'bisa', 'bikin', 'skck']","['verifikasi', 'banget', 'enak', 'manual', 'bikin', 'ribet', 'nunggu', 'tencang', 'hijau', 'bikin']","['verifikasi', 'banget', 'enak', 'manual', 'bikin', 'sulit', 'menunggu', 'tencang', 'hijau', 'bikin']",verifikasi banget enak manual bikin sulit menunggu tencang hijau bikin
