,userName,score,at,content
888,Muhammad Rozakh,1,2024-01-16 01:46:31,"Aplikasi Bagus minusnya harus ngeluarin duit kekny kekurangan duit POLRI urus skck udah di uangkan, ngk jdi bintang 2 bintang 1 aja pengecekan virtual akunny setelah bayar manual"
889,Evaii Dewi,1,2024-01-16 01:13:16,"KALAU BELUM SIAP GAK USAH MAKSA kami harus pakai dong. verifikasi tinggal simpan diselesaikan, tapi pelayanan tidak bisa dilanjutkan. ngulang lagi masukin data berkali2 gitu terus. urus langsung ke Polsek dsuruh daftar online dl."
890,Chai Chairani,5,2024-01-15 17:32:55,"Lebih gampang, cepat"
891,Paul Saptantyo,1,2024-01-15 14:51:38,Saya tiga kali mengisi skck online sampai selesai tetapi tidak ada kelanjutannya. Tidak ada feedback.
892,Ayu Dwi,2,2024-01-15 08:53:34,tidak bisa login
893,masher channel,1,2024-01-15 04:50:28,Malah bolak balik ngerint segala... Kan harus nya sudah jelas data yg di berikan secara onlin.... Di aplikasi juga ga ada keterangan print atau download file...alhasil di screnshot dulu baru di print.... Mau irit tambah boros
894,ROMADONI,5,2024-01-15 04:48:09,Aplikasinya bagus dan membantu
895,Bgiz Malaka,5,2024-01-15 04:43:48,Membantu masyarakat
896,Gilang Adiwiguna (Gilang),1,2024-01-15 04:36:22,"Email daftar baru tidak muncul, saya sulit mengakses masuk"
897,den saprol,1,2024-01-15 03:56:12,"Ga ada tombol cetak nya, soalnya orang Polsek nya minta di print data pendaftaran online nya."
898,Jenny Raisa,2,2024-01-15 03:49:46,"Saya sudah bayar SKCK online via bank, ketika sampai di Polsek CIKAMPEK katanya gabisa harus tunai, gimana refund uang saya yang di apk ya ?? Terimakasih"
899,Dian Mutiara,1,2024-01-15 03:20:17,"Aplikasi masih perlu banyak perbaikan, admin sangat lama utuk responsif san tidak membantu sama sekali"
900,Adjie Marshal,1,2024-01-15 03:17:55,"Lihat semua ulasan rata-rata bintang satu. Sudah mending hapus aja aplikasinya, malu lihatnya. Saya sendiri bolak-balik isi data selalu nomor BRI virtual accounta ga muncul, cuma ada tulisan loading.. terus berulang sampai saya mengurungkan niat untuk mengandalkan aplikasi ini lagi."
901,Maya hermayanti,1,2024-01-15 03:14:21,Buruk sekali 👎 tolong jika belum sempurna jangan lah disulitkan masyarakat
902,Rehan Mrc,1,2024-01-15 03:13:34,"Salah satu apk buruk yg saya temui,, mencontohkan kubuh kepolisian"
903,Rizka Rumbiah,1,2024-01-15 02:52:20,Bukanya mempermudah malah mempersulit
904,Tatang Trizna,5,2024-01-15 02:28:03,Sangat membantu sekali dgn adanya aplikasi ini
905,riyan halim,1,2024-01-15 02:24:27,Sepertinya tidak efektif
906,Ahmad Firdaus,1,2024-01-15 02:06:31,Kalo masih belom 100% jangan di terbitkan dulu!!!
907,Ahmad Husain,1,2024-01-14 23:01:35,Sering eror padahal koneksi lancar
908,Rusli Buchek,5,2024-01-14 22:01:30,Aplikasinya luar biasa. Sy sudah melakukan pembuatan SKCK dan Perpanjangan SIM. Alhamdulillah berhasil sampai selesai tanpa kendala. Terima kasih
909,Robindrae Robin,5,2024-01-14 15:40:29,Sangat membantu👍
910,M. Fikri,1,2024-01-14 13:27:16,Kalo ngga siap mendingg ngga usah apk nya lemot login data sudah benar malah ngga bisa masuk
911,Gustiera Gusta,1,2024-01-14 07:30:39,Ttep aja smuanya hrus dateng lngsung k polisi jdi gunanya apa ni apk
912,Dominikus Leki Sogen,1,2024-01-13 13:28:01,Data tidak tersimpan otomatis. Saat pengajuan SKCK dan mau nyari dokumen eh mau masuk lagi malah harus ngurang dari awal. Perbaiki dulu ya baru aku kasih bintang 100
913,Adi Saputra,5,2024-01-13 11:57:07,mantappp
914,Febri Ramadhan,1,2024-01-13 10:29:16,"tolong perbaiki pagi API pembayarannya, saya sdudah bayar perpanjang stnk tapi status masih menunggu pembayaran"
915,eky syamsul,1,2024-01-13 10:18:07,"Mohon keluhan saya di balas saya sdh kirim keluhan lewat pusat bantuan tdi pagi sampe sekarang belum ada balasan... Saya Perpanjang SIM C...Semua proses berjalan lancar sampai proses pembayaran,akan tetapi Setelah saya Bayar lewat VA Sudah Terbayar kn Biaya nya... Akan Tetapi Di Aplikasi PRESISI Status nya Masih Menunggu Pembayaran... Ga ada pemberitahuan Lanjutan..."
916,Ali Alya QQ,5,2024-01-13 10:03:30,Membantu masyarakat
917,Ghufron Bella,1,2024-01-13 02:59:47,"Apa gunanya aplikasi ini, kalo sama sama harus pake surat pengantar dari desa jika mengurus skck Kata pak pol yg membedakan cuma sistim pembayarannya saja"
918,SABHA DESA ADAT GUWANG,5,2024-01-13 01:38:30,Mantapppppp 🙏🙏🙏🙏🙏
919,Tut_ Ipen,1,2024-01-13 01:36:20,Udah 2 Minggu perpanjangan SIM gak jadi jadi
920,Keinan de alula,5,2024-01-12 15:22:46,Ok mantap. Tingkatkan lagi
921,Sandy putra pratama,5,2024-01-12 13:44:33,"Sangat memudahkan dalam pengurusan berkas, dengan adanya formulir online dapat mempersingkat waktu."
922,ANDIKA SAPUTRA,1,2024-01-12 13:24:57,Aplikasi gak kompeten
923,andri khudori (Andri),2,2024-01-12 12:58:50,perpanjang sim di apk ini sesudah pembayaran berhasil gak ada kelanjutan lagi notif nya cuma pembayaran berhasil doang stuck di situ gak tau sim nya tau sukses tau nggak bener bener gak ada ke jelasan
924,John Tri Edy s,1,2024-01-12 11:22:04,"Aplikasi yg tidak ada gunanya. Daftar SKCK online, tapi saat di Polsek Pademangan tetap diminta menyerahkan berkas2 dan foto seperti pembuatan SKCK secara langsung. Aplikasinya yg belum siap atau SDM Polisinya?"
925,Aji Solehudin,1,2024-01-12 10:33:55,"Skck online tapi barcode gak muncul, sungguh buang buang uang saja"
926,Sunarto bengkel,5,2024-01-12 09:47:01,Oke
927,Nadiaiffatunadia Tiara,1,2024-01-12 07:34:14,"masa tiap mau dipake harus update?! install krn mau buat skck. integrasi dan distribusi datanya tolong ditingkatkan supaya ga perlu daftar 2x (online+offline). masa udh daftar online tapi tetep harus print bukti daftar onlinenya+kasihin hardcopynya jg, kan repot banget. alternatifnya mgkn bawa dokumen buat verifikasi aja atau pegawainya aja yg lakuin digitalisasi dokumen."
928,Richie Lie,1,2024-01-12 07:25:22,"Hari ini tgl 12 Januari 2024 melakukan pembuatan SKCK melalui aplikasi. Setelah itu membawa dokumen lengkap dan bukti pembayaran ke POLRES MINUT, tapi apa yang terjadi, pembuatan skck online ditolak disana dengan berbagai alasan. Kalo mau cari bukti silahkan cocokkan data pembayaran di app dan manual di POLRES MINUT. Akhirnya tetap melakukan pembayaran secara manual (double bayar). POLRI tolong perbaiki hal ini."
929,Angen Tyas Leksono,5,2024-01-12 06:49:16,untuk mndptkn live chat aja hrs nunggu satu jam. dan itu klau tidak djwb 1 menit di seleseikan sepihak. wah. keren juga cr kerjanya
930,Masita Nasrul,1,2024-01-12 06:00:01,Sulit di gunakan. Tidak bisa login. Sangat merepotkan.
931,Maulidina Atikah Rachmawati,1,2024-01-12 04:54:44,TIDAK BISA DAFTAR MAUPUN LOGIN. TOLONG DIPERBAIKI
932,hadi Samsol,1,2024-01-12 03:41:17,Iseng iseng buat SKCK dari sini saya pikir mudah.... Ternyata masih tetap birokrasi Indonesia kalo gk di ruwet gk Indonesia
933,Terry Starry,5,2024-01-12 02:37:07,"Memudahkan pengurusan online, mudah dan cepat"
934,Christoper Timoty,1,2024-01-12 02:18:28,Tidak jelas pelayanannya lama
935,ALIANSYAH 2024,3,2024-01-12 01:52:38,"Lebih banyak peningkatan aplikasi ,masih agak sulit digunakan"
936,Dudin Harlino,5,2024-01-11 17:42:46,"Sangat puas dengan pelayanannya, Bisa Perpanjangan SIM Online, Perpanjangan SKCK secara online. Memonitor STNK yang terdaftar atas nama kita dapat kita mengetahui kapan mati pajak nya.👍👍👍"
937,Muhtadi Adie,4,2024-01-11 14:18:19,"saran saya agar di tambah kantor polisi terdekat, agar mudah dan cepat di hubungi jika terjadi sesuatu..."
938,Arif Noviyanto,1,2024-01-11 12:12:59,"Perpanjang SIM sudah 2 bulan ko blum dateng ya Trus tiba"" riwayat pembikinan SIM hilang apakah gagal atau sedang dikirim ya ? Kalau gagal dana yang dikembalikan belum masuk juga Kasih 1 bintang dulu jika SIM datang ganti ke 5"
939,Culip Supermoto Adventure,1,2024-01-11 12:05:06,Ngeleg kagak bisa buat buru2
940,Kadsman.k Ershi,4,2024-01-11 09:37:47,Ok
941,Satria Nada,1,2024-01-11 07:17:30,"Kalau bisa ga kasih bintang guankasih ratinh 10 dari 100. Bukanya mempermudah malah mempersulit, rued, sehari di polres hampir 10 bapak bapak gaptek saya yg urus!!!"
942,enggar aji p,1,2024-01-11 06:52:28,Aplikasinya lumayan bagus tapi ada oknum polisi saat saya mengurus berkas bukannya mengayomi malah mengancam dan marah2 di depan banyak orang
943,Mang Tomat,1,2024-01-11 06:45:52,"sungguh mempersulit, ktp paspor npwp selfi lengkap koq aneh gagal terus di NAMA? mau bikin skck kayak mau ngutang di pinjol"
944,Asep Ukar,2,2024-01-11 04:46:34,"Sy dah berhasil pembayaran online di presisi tapi on progress nya g jelas..ini gmna kelanjutannya nasib sim online saya,sy dah chat ke bantuan tapi jawaban g jelas apakah sy hrs ngecek ke tapas oline nya di kepolisian setempat,bbrpa.kali chat di help desk g ada kejelasm sekarang notif riwayat sya hilang..eta gmana kejelasan IM online sya yg dari 14 deseneber buat g ad Kejelasan nya"
945,Widya Ayu kartika,1,2024-01-11 04:40:18,"Mau lengkapi data secara online ngga bisa , error terus ga bisa simpen data."
946,Syaiful Anwar,5,2024-01-11 03:31:27,Sangat membantu sekali
947,Bambang Irawan,1,2024-01-11 02:10:33,Verifikasi nya lama banget . Enak manual mau bikin apa apa jadi ribet nunggu tencang hijau dulu baru bisa bikin SKCK
948,Sheila Agustin,1,2024-01-11 01:59:58,"Saya buat SKCK online dari apk presisi harapannya ya supaya lebih cepat dan mudah juga sudah melakukan pembayaran tapi saat mau ambil di polres ternyata masih harus ngisi banyak data lagai setelah nya wajib bayar lagi. Pas saya bilang saya sudah isi data dan bayar lewat aplikasi presisi di polres nya bilang ""Tetap harus isi data yang ini mbak dan wajib bayar di sini soalnya kalau bayar di aplikasi kan kita gak tau uang nya kemana."" Lah pertanyaan nya kemana uang saya pergi? Masa 2 kali bayar"
949,Bagus Puja,1,2024-01-11 00:44:25,Aplikasi terbaik yang pernah ada
950,Siti Fatimah,1,2024-01-11 00:18:22,"Mohon untuk aplikasinya dikembangkan lagi. Contoh pada saat upload data diri untuk perpanjangan sim, jika memang tidak sesuai bisa dimunculkan pop up data tidak memenuhi syarat, sebelum data tersebut disubmit. Karena jika sudah disimpan dan dilakukan pembayaran lumayan potongan biayanya refundnya. Sama status update di aplikasnya sudah mau 3 hari tidak ada update sama sekali. mohon diperbaiki. Saya sudah 2x memohon, yang pertama ditolak, yang kedua malah hilang dari riwayat karena pembaruan apk."
951,Nirmallasari 10,1,2024-01-10 21:41:33,Sangat membantu masyarakat
952,Bimbim Channel,1,2024-01-10 16:50:42,Nih aplikasi update mulu dah
953,Dika Maulana Rahman,5,2024-01-10 14:47:18,Untuk pelayanan SKCK cepat 30 menit di polres selesai. Bisa skip untuk pengurusan surat pengantar desa atau kelurahan.
954,Suriawan K3,1,2024-01-10 13:14:33,saya sudah pembayaran tapi masih status tidak berubah. Dah terlanjur di transfer 109.500 Tolang di bales yang ber tanggung jawab
955,Fembrio Wahyu k,1,2024-01-10 11:59:07,Saya minta bantuan di pusat bantuan bikin SKCK malah enggak di jawab padahal hari kerja masih bagus polisi luar negeri sigap layani kalau di Konoha heeeem tau sendiri
956,Pathur mubin 081617372284,5,2024-01-10 10:59:40,Mantap aplikasi ini bisa mempermudah dan mempersingkat waktu saya merekomendasikan untuk download aplikasi ini terimakasih 🙏🙏🙏
957,Yanto Duro,5,2024-01-10 09:39:31,Mantaaaap semakin mempermudah
958,Anggi Irawan,5,2024-01-10 09:18:22,Terima kasih 🙏
959,puja lestari ramadhanty,1,2024-01-10 07:07:09,Orang banyak kerja jadi jangan buang² waktu kami untuk sistem jelek ini
960,AHMAD FAJAR DEWANTARA,1,2024-01-10 06:47:54,bintang 1 karena gabisa verifikasi identitas
961,selvi yanti,1,2024-01-10 06:32:20,aplikasi JELEK!!!!! bukannya mempermudah malah mempersulit.
962,Didik Parmanto,5,2024-01-10 06:16:23,"Urus SIM C Onlen lebih murah dibanding offlen 250k,, tapi onlen direject Angus deh biaya tes psikologi berhubung mw exp terpaksa offlen ☕"
963,Juventa Nasya,5,2024-01-10 05:56:35,Aplikasinya bagus apalagi dipakai utk keperluan SKCK di Kota Bandung makin cpt dan mudah krna tinggal sidik jari lalu pembayaran di loket aja tp saat menemani tmn ke Polres Cimahi meskipun sudah daftar online ttp aja kaya manual hrs tulis semuaaaa form yg udh diisi di apk dri awal.. Mohon utk tingkatkan lg kemudahan adm jika sudah berbasis teknologi seperti ini
964,"Imam Syafii SE, CHCM,",1,2024-01-10 05:13:53,"pengurusan online sekarang susah, harus download aplikasi -> sudah di download dan pada saat digunakan tidak bisa sama sekali. Lebih bagus pakai searching di gogle crome seperti dulu, bisa langsung masuk proses pembuatan skck online dan mudah selesainya."
965,Aji Kurnia Sandi,1,2024-01-10 03:57:40,"Uda bayar pake kode briva, eh di tunggu 30 menitan status pembayaran tetap tertulis ""MENUNGGU PEMBAYARAN"" aplikasi yg penting ada aja ini mah."
966,garangan jowo,1,2024-01-10 02:59:35,"Aplikasi ga guna, mengurus skck tetap harus mengisi form lagi"
967,Mohammad Ichwan,5,2024-01-10 01:46:59,Bagus siiiip
968,Slamet Perkasa,3,2024-01-10 01:35:09,"Knp pas mau foto KTP kamera otomatis menggunakan flash ? Padahal flash tidak nyala, hasilnya foto selalu blur, mohon segera di perbaiki bug nya, terima kasih"
969,Elly Andriani,1,2024-01-10 00:53:58,"Buruk sekali, saya buat SKCK dan sudah bayar malah pas ke polres di suruh bayar lagi katanya polres Tirtoyudo belum menerima online, padahal jelas2 tulisan di aplikasinya SILAHKAN LAKUKAN PENCETAKAN DI POLRES TIRTOYUDO tapi malah di suruh bayar lagi, meskipun cuma 30rb saya ngga ikhlas karena pelayanan yang BAD"
970,Yusa Iw,5,2024-01-10 00:37:18,Bagus
971,Mohamed Dixon,1,2024-01-09 14:36:12,"Desain Jelek, Lemot"
972,Rosa HS,1,2024-01-09 14:33:14,Aplikasi selalu dalam perbaikan sehingga tdk bisa verifikasi data
973,salmah Sabililah,5,2024-01-09 12:33:39,"Aplikasi mudah di gunakan, ada petunjuk jalan juga jadi tahu lokasi yang rawan juga👍. Pertahankan fiturnya"
974,Reva Meliana,5,2024-01-09 12:00:23,Enaknya nih aplikasi sangat membantu buat ngurus-ngurus berkas2. Jd nggak ribet di polres👍
975,Prama Chanel,3,2024-01-09 11:47:36,"Verifikasi selalu gagal,chat bantuan balasan lama"
976,Fabian,1,2024-01-09 10:53:43,Sistem perbaiki dunk.. verif online eror trus skck..gagal lanjut setelah upload foto ktp erorr mulu jam brp pun pdhl aplikasi lain lcr jaringan jg lcr aja
977,wildan gunawan,1,2024-01-09 09:43:41,"Ruwet! Kalau kita keluar atau pindah aplikasi misalnya ke galeri atau waktu pindah ke aplikasi JKN untuk screenshot bukti kepesertaan BPJS lalu balik lagi aplikasinya malah loading lagi dari awal dan formulir harus ngisi lagi dari 0. Bikin ribet aja, seharusnya data formulir yang sudah terisi otomatis tersimpan. Pada waktu isi ciri fisik SKCK harusnya ada contoh gambar ciri fisik. Jadinya harus nyari sendiri di google dan 3x isi ulang formulir yang selalu hilang sendiri pas ninggal aplikasi ini."
978,Gramil Mod Game,1,2024-01-09 09:34:51,Mau download aja lama banget padahal coba download apk lain lancar jaya kenapa sih
979,reza pradana,1,2024-01-09 08:53:20,Bad apk apaan dah masa setiap mengisi alamat dan akan melakukan sumbmit selalu tertulis sistem eror dah bolak balik masih aja begitu mana data sebelumnya tidak tersimpan otomatis isi data dari awal lagi capek
980,Vaisal Daud Ali ichal,5,2024-01-09 08:47:33,Terbaik
981,Tombus Hamonangan Simanjuntak,1,2024-01-09 07:37:10,"4 Januari 2024 saya selesai isi biodata SKCK dan pembayaran via transfer Rp. 30.000 . Saya di Bekasi, dan di apk di sebutkan pengambilan SKCK ke kantor polres labuhan batu, tanggal 09 Januari 2024 bapak saya ke polres yg di maksud dan hasilnya di lempar ke polres labuhan batu Selatan (kotapinang), lalu di suruh ke polres 1 lagi, dan hasilnya katanya belum bisa online aplikasi SKCK di sini. Karna kantor baru 1 Thun. Bapak tolong di tindak jadi saya harus dapat dimana selembar kertas itu. Tolong."
982,Sulistyani Agustina,1,2024-01-09 07:23:24,"Aplikasi gak jelas, gak bisa dipake,layanan offline ga problem solving, pelayanan pulang tanpa menerangkan cara pakai dan. Ga siap basis online tp ngakunya udh bersistem online. Pak jokowi gimana ini"
983,hardana putra,1,2024-01-09 06:45:31,"udah ngisi formulir di apps, status tinggal bayar tunai di polres. sampe polres lampung tengah, infonya sistem error. jadi harus tulis form manual dari awal. sewa tim dev yg bagus pak, biar apps nya ga error mulu. jaman udah canggih. Harus ditingkatkan lagi"
984,Muhamad Sahrudin,4,2024-01-09 06:30:12,"Tolong perbaiki latarbelakang aplikasi, setiap kali ngisi form kalau app di minimize/hp ke lock beberapa saat selalu harus ngulang ngisi dari awal."
985,Veronica Ramlie,1,2024-01-09 06:05:39,"PELAYANAN TIDAK PROFESIONAL, SUDAH DIBAYAR LUNAS. SAAT PENGAMBILAN BLANKO HABIS MALAH DIOPER KE POLRES, DI POLRES DISURUH BAYAR LAGI. TIDAK ADA GUNA APLIKASI INI"
986,Nana Suryana,5,2024-01-09 04:38:14,Ok mantap
987,Revailham Mutakin,1,2024-01-09 04:36:24,"Applikasi kurang bisa mempermudah dalam pembuatan berkas di kantor, berbelit Belit, dan malah memperpusing alur regulasi nya."
988,Jhon Fery,1,2024-01-09 04:30:50,"Anjlok x ,kalau aplikasi blum Mateng jangan di tutup portal dari website.mohon masyarakat di permudah.jangan di persulit"
989,Mama Fatih Cake's,1,2024-01-09 03:57:36,Aplikasi tak bermutu. Yg di banggakan. Gak usah di download Cukup tembak bayar lebih. Di antar kerumah. Beres....
990,Faris Alfathin,1,2024-01-09 03:35:49,Eror mulu
991,Abdul Razak,3,2024-01-09 03:21:17,"Mohon izin menanggapi keluhan kami. Beberapa masih bermasalah pada menu pengisian identitas data diri. Data diri yang di masukan tidak bisa diterima, Mungkin karena pengaruh server nya, mudah-mudahan secepatnya dapat diperbaiki supaya kami masyarakat dapat secepatnya mengakses keperluan kami. Mohon untuk ditanggapi secepatnya."
992,Galinh Gilang,1,2024-01-09 02:21:17,Terlalu ribet dan juga sangat lemot apk nya
993,Aidah Millenia Ramadhani,1,2024-01-09 01:47:50,Lupa password gak ada pilihan verifikasinya >:(
994,Kad Mani,5,2024-01-09 01:43:55,Pelayanan terbaik... 👍👍👍
995,agus yaumal,5,2024-01-08 16:36:04,Mantap pak
996,Ria Agustin Bungalestari,1,2024-01-08 16:35:02,Lemot susah masuk. Dah full data malah berkali² gagal masuk dengan alasan gangguan koneksi atau jaringan.
997,Anugrah,1,2024-01-08 13:30:46,Udah bayar tapi statusnya menunggu pembayaran terus jangan korupsi terus napa brooo
998,Amanda Putri,1,2024-01-08 10:56:17,Parah udah isi data lengkap keterangan nya tetap tidak bisa
999,Ziya Cell,1,2024-01-08 08:40:37,Dipersulit. Udh daftar online dr tgl 29 desember 2024. Sekalian bayar. Saya kira datang langsung bisa diambil Ngak taunya masuk berkas ktp sama foto hr kamis tgl 11 kapan jadinya alasan udh penuh server cuma 2 apalagi POLDA KALBAR Mending ngak ush online percuma online Dipersulit....
1000,B 4 5 1 L Y,5,2024-01-08 08:29:49,Good
1001,Iidia Sidauruk,1,2024-01-08 08:07:47,2jam cuma buat nunggu email.. Ga bagus banget ya ..
1002,Malsi “Hiqaf” Lahiqaf,1,2024-01-08 07:41:12,"Pengalaman aplikasi buruk.. Saya mau buat SKCK dan kata POLSEK UNGARAN hanya bisa daftar SECARA ONLINE. Pas daftar, aplikasi super BOSOK.!, email setelah selesai registrasi untuk SKCK tidak masuk². Saya tanya PETUGAS NYA YG JAGA DI POLSEK UNGARAN juga judes 100%. Bukannya membantu masyarakat yg bertanya karena kesusahan, malah menunjukkan sifat dan etika yg TIDAK BAIK sama sekali ke masyarakat. Padahal posisi lagi sepi sehingga seharusnya ketika saya tanya tidak begitu mengganggu. Bosok...!!!!"
1003,Vira Yunita Saputri,1,2024-01-08 07:03:35,"sistemnya toling di perbaiki, jaringan udh stabil tp malah disuruh ulang terus, sampe kapan"
1004,WILMA KUSUMA,1,2024-01-08 07:01:46,Nama sudah sesuai dengan KTP tp masih saja gagal. Aplikasi dancuk ya gini.
1005,Nurul Oktavianty,5,2024-01-08 05:28:27,Apk nya sangat membantu registrasi
1006,MOH ASRORI,1,2024-01-08 05:12:54,"Aplikasi masih belum maksimal. Tudak bisa singkrong dengan data di dukcapil, saya sudah pindah domisili dari kalimantan ke jawa, tapi di sistem masih detect domisili lama."
1007,Widodo Hadi Prasetyo,1,2024-01-08 04:57:36,"Tidak perlu online, langsung ke polres saja."
1008,Mohamad Alfi,2,2024-01-08 04:56:56,"Walaupun katanya online kok tetep ribet ya, kirain kalau udah online kita datang ke Polres cuma buat ngambil doang skck yang udah jadi, eh ternyata malah harus print lagi data yang di aplikasiny, mohon untuk perbaikan dan peningkatan apk kedepannya biar lebih gampan🙏"
1009,Herman Suherman,5,2024-01-08 04:42:00,Sanget puas smoga polri jadi pengayom rakyat yg baik
1010,Sirwa Group Bagusa,3,2024-01-08 04:40:53,Good
1011,hikmat setiadi nonks,5,2024-01-08 04:40:23,Ok 86
1012,adi ida,1,2024-01-08 04:23:37,Saya udah bayar tapi tidak bisa mengambil skck
1013,Alda Meidita Saraswati,1,2024-01-08 04:05:46,Gagal terus verifikasi
1014,Leni Banut,5,2024-01-08 04:02:56,Baik sekali
1015,eBbE oE,1,2024-01-08 03:56:43,Udah online tapi pelayanan tetep lama
1016,Ahmad Agung,1,2024-01-08 03:45:47,"Niat ga sih bikin apk ? Mau buat skck aja dipersulit trs. Udh error, mau masukin foto malah keluar sendiri, gitu aja trs sampe kiamat. Dikomentar sebelumnya juga ada masalah serupa, cuma minta maaf doang ga diperbaiki"
1017,Ahmad Fauzi,1,2024-01-08 03:08:39,Aplikasi bermasalah gausah di download kalo mau butuh apa apa langsung ke kantor polisi nya aja ga bisa mempermudah masyarakat karena kalo mudah (ga ribet) ga bakal untung merekanya
1018,pangeran Dosa,5,2024-01-08 03:02:36,sudah baik ada apk buat pelayanan. Tapi masih perlu untuk Ditingkatkan lagi aplikasi ini.
1019,Muhammad Sukron,1,2024-01-08 02:37:01,"ini gimana si kode nya gak masuk"" di gmail udh mau 2 jam"
1020,Alinda Wati,3,2024-01-08 02:08:32,Aplikasi sering gangguan untuk mengupdate data
1021,Namaku Aghnia,1,2024-01-08 02:05:07,Ga usah ada online kalau masih ribet. Saya sudah bayar malah di suruh bayar lagi. Dengan alasan sudah melebihi batas. Dan alasan sudah tutup buku. Hapus aplikasinya ga guna
1022,Rosyid Saputra,1,2024-01-08 02:01:20,"Ini aplikasi gunanya apa? Kita sudah daftar online, sudah bayar, proses akhir tinggal ambil dan bawa bukti pembayaran, tapiiii.. Begitu sampai polres, malah disuruh antri lagi, ini ga efektif sii. Harusnya bikin 2 loket, 1 untuk offline, 1 lagi untuk online, biar ga numpuk org ngantri. Memangnya waktu kita cuma buat antri doang? Bagai mana yg izin kerja, sudah izin tinggal ambil doang tp ternyata harus antri dengan yg buat offline"
1023,David Napitupulu,5,2024-01-07 13:38:27,Semangat
1024,Jolma Kumoring,3,2024-01-07 07:24:09,Slow respon
1025,Suci Ratnawati,1,2024-01-07 03:19:58,Tidak membantu untuk perantau
1026,Budi Astawa,5,2024-01-07 03:02:38,Sangat bermanfaat
1027,hananta widada,5,2024-01-06 14:18:22,Mantaps
1028,Poer,1,2024-01-06 12:14:55,Pemerintah kebanyakan apk ga jelas...tiap instansi selalu punya apk sndiri²...harusnya indonesia bikin 1 apk aja yg GG buat semua kebutuhan masyarakat...kalo semuanya bikin apk malah buat masyarakat bingung...udh lemot manfaatnya sedikit pula
1029,Nur Azis Aji Pangestu,1,2024-01-06 06:15:57,"Tolong bantuannya kak, ini kok aneh banget gak ada opsi jenis kelamin. Ehh kok malah pas bikin SKCK keluarnya jenis kelamin Perempuan, lahh kan saya Laki-Laki. Mentang² kata Nur dipake perempuan. Ini Narhub di aplikasi gak balas², tolonglahh 😭."
1030,Syaiful Kurniawan,1,2024-01-06 05:24:43,"Gunanya helpdesk itu apa ya? Saya chat berkali-kali tidak ada tanggapan sama sekali terkait kenapa data SIM dan KTP istri saya tidak terbaca, saya sudah coba 3x gak ada hasil, dan bahkan pengembalian dana kena potongan biaya juga"
1031,rivan aradea,1,2024-01-06 05:05:27,Ujung nya ttep aj offline
1032,Rahmadi Madi,4,2024-01-06 03:04:14,Alhamdulillah sangat membantu dalam proses pembuatan surat² penting 🙏🙏🙏 terimakasih
1033,Muhammad Lukmanul Hakim (Khim),5,2024-01-06 02:48:41,Mudahan bisa membantu masyarakat
1034,Wafid Maghriza,1,2024-01-06 02:46:05,"Tidak bisa input ke alamat, tertulis data alamat tidak seusai dengan ktp. Padahal sudah sesuai"
1035,gomal silaen,5,2024-01-06 00:56:44,Semoga jajaran Keplolisian Republik Indonesia semakin lebih baik dan bekerja jujur ikhlas tulus bukan sekedar mengejar fullus demi sang mulus sehingga halalkan segala cara sampai yg haram menjadi halal bahkan harum ? Tuhan memberkati dan melindungi hidup jajaran Kepolisian Republik Indonesia pribadi lepas pribadi dimanapun dan kapanpun bertugas dan keluarga aman damai bahagia Bravooo Salam presisi 🙏🙏🙏
1036,Moch Syafarudin,5,2024-01-05 15:51:37,Aplikasi mantap dan saya barusan pakai data verifikasi sukses selalu polri saya bisa perpanjang sim di aplikasi presisi polri super app bintang 5 buat polri🙏🙏👍😀
1037,Adyan Ghafari,1,2024-01-05 15:49:43,Saya tidak bisa membayar ketika membuat SKCK online. Ga jelas apk nya.
1038,risa nuradila,1,2024-01-05 13:17:34,"benar"" lemot, susah masuk . data tidak tersimpan otomatis jika loading atau gangguan dari sistem jd cape harus ngulang trs dan itu juga belum berarti ngulang lngsung berhasil. sudah coba 4x isi data gangguan sistem trs .mohon perbaiki . trmakasih"
1039,Tengku Pratama Azmufain Aziz,1,2024-01-05 12:24:09,"Jelek parah, suka ngelag ga jelas. Dan nominal pembayaran ngurus SKCK berbeda di apk 30k sampai di lokasi kena lagi bayaran 20k kata nya pajak. Gajelas"
1040,Lilik Iskandar,5,2024-01-05 10:31:26,Krenn... Efektif...dan lbh cepat
1041,holdex strike,1,2024-01-05 10:13:26,"error..gabisa bikin akun, loading seabad"
1042,sandy oktavian,1,2024-01-05 10:10:25,"Konvensional dengan embel"" Online Mau udah pemberkasan online pun pas pengambilan berkas harus bawa semua berkasnya lengkap."
1043,Hermi Ansyah,1,2024-01-05 09:59:02,Sementara awal saya kasih 1 bintang dulu.
1044,Jailani Siddiq,1,2024-01-05 08:33:56,"aplikasi tidak berguna, tidak bisa verifikasi, sengaja dibuat biar calo sekitar bertindak"
1045,Andika Zc,1,2024-01-05 07:08:58,"Pembuatan skck online sama aja buat manual harus menyediakan berkas ulang lg, padahal berkas udah diisi secara online. Kalo gitu memding buat langsung ditempat dari pada buat online. Ahh ribet"
1046,Kharis Kurniawan,1,2024-01-05 04:38:50,"Percuma ada aplikasi online gini, sampe polres tetep pake sistem offline."
1047,ruditya agustian,1,2024-01-05 04:22:07,"Saat mengisi tempat alahir, selalu dapta notif cek kembali.padahal sudah benar. Live chat juga ga ada yg balas"
